nwo,name,description,topics,predicted_naics,naics_description,confidence,readme_preview
jjesusaf/tableau-example,tableau-example,,[],54,"Professional, Scientific, Technical Services",0.743649959564209,"# embedding-api-v3-samples
[![Tableau Supported](https://img.shields.io/badge/Support%20Level-Tableau%20Supported-53bd92.svg)](https://www.tableau.com/support-levels-it-and-developer-tools)

This repository contains samples for the Tableau Embedding API V3.  Official developer documentation can be found [here](https://help.tableau.com/current/api/embedding_api/en-us/index.html).

Getting Started
---------------
* Clone this repository
* Try the samples
* Use 'Issues' to note any bugs or to reque"
jiggloo/xfile_context,xfile_context,,[],51,Information,0.7436088919639587,"# xfile_context

Cross-File Context Links MCP Server

## Development Setup

### Prerequisites

- Python 3.10 or higher (required for MCP SDK compatibility)

### Installation

1. Clone the repository:
```bash
git clone <repository-url>
cd xfile_context
```

2. Create and activate a virtual environment:
```bash
python3 -m venv venv
source venv/bin/activate  # On Windows: venv\Scripts\activate
```

3. Install the package with development dependencies:
```bash
pip install -e "".[dev]""
```

4. Install"
timorourke830/AI-Email-Triage,AI-Email-Triage,,[],56,Administrative and Support Services,0.7435866594314575,"# AI Email + Document Triage System

An AI-powered email triage system that automatically classifies incoming emails, extracts key information from attachments, and drafts intelligent replies for human approval.

## Features

- **Email Classification**: Automatically categorizes emails (inquiry, complaint, support, billing, spam, other)
- **Data Extraction**: Extracts entities, summaries, and key points from emails and attachments
- **Smart Reply Drafting**: Generates contextual reply drafts bas"
PedroArantesPunx/domino-tech-brew-dashboard,domino-tech-brew-dashboard,,[],31-33,Manufacturing,0.7434322237968445,"# 📊 Dashboard Slack - Domino Tech & Brew

Dashboard em tempo real para monitoramento de relatórios financeiros do Slack, exibindo métricas de GGR, NGR, Turnover, Depósitos, Saques e muito mais.

## 🚀 Demo

**URL de Produção**: https://techandbrew.com.br

![Dashboard Screenshot](https://via.placeholder.com/800x400/3b82f6/ffffff?text=Dashboard+Tech+%26+Brew)

## ✨ Funcionalidades

- 📈 **Relatórios em Tempo Real**: Dados atualizados do Slack a cada hora
- 💰 **Métricas Financeiras**: GGR, NGR, Turno"
bailejl/Product-Outcomes,Product-Outcomes,,[],54,"Professional, Scientific, Technical Services",0.7434136271476746,"# Product Outcomes - Hello World Demo

[![License: MIT](https://img.shields.io/badge/License-MIT-yellow.svg)](https://opensource.org/licenses/MIT)
[![Node.js](https://img.shields.io/badge/Node.js-24-green.svg)](https://nodejs.org/)
[![React](https://img.shields.io/badge/React-19-blue.svg)](https://reactjs.org/)
[![TypeScript](https://img.shields.io/badge/TypeScript-5.8-blue.svg)](https://www.typescriptlang.org/)

A full-stack Hello World application demonstrating cross-platform development with "
ourresearch/openalex-docs,openalex-docs,The GitBook documentation site for OpenAlex,[],51,Information,0.7433501482009888,"# Overview

[**OpenAlex**](https://openalex.org) is a fully open catalog of the global research system. It's named after the [ancient Library of Alexandria](https://en.wikipedia.org/wiki/Library_of_Alexandria) and made by the nonprofit [OurResearch](https://ourresearch.org/).

This is the **technical documentation for OpenAlex,** including the [**OpenAlex API**](how-to-use-the-api/api-overview.md) and the [**data snapshot**](https://docs.openalex.org/download-all-data/openalex-snapshot)**.** Her"
hl198181/jupiter-repository,jupiter-repository,whl,[],51,Information,0.7433362603187561,
xalatechnologies/bookme,bookme,Booking system,[],72,Accommodation and Food Services,0.7433321475982666,"# Booknor Portal
# 🏢 BookMe - Modern Facility Booking Platform

[![TypeScript](https://img.shields.io/badge/TypeScript-5.0-blue?logo=typescript)](https://www.typescriptlang.org/)
[![React](https://img.shields.io/badge/React-19.1.1-61dafb?logo=react)](https://react.dev/)
[![Vite](https://img.shields.io/badge/Vite-5.0-646cff?logo=vite)](https://vitejs.dev/)
[![Supabase](https://img.shields.io/badge/Supabase-Enabled-3ecf8e?logo=supabase)](https://supabase.com/)
[![License](https://img.shields.io/ba"
raptors2019-ai/nurbeautybar,nurbeautybar,redesigning the nurbeautybar website from the current wordpress site,[],81,Other Services,0.7432616949081421,"This is a [Next.js](https://nextjs.org/) project bootstrapped with [`create-next-app`](https://github.com/vercel/next.js/tree/canary/packages/create-next-app).

## Getting Started

First, run the development server:

```bash
npm run dev
# or
yarn dev
# or
pnpm dev
# or
bun dev
```

Open [http://localhost:3000](http://localhost:3000) with your browser to see the result.

You can start editing the page by modifying `app/page.js`. The page auto-updates as you edit the file.

This project uses [`nex"
keoladonaghy/huapala-harmony-hub,huapala-harmony-hub,,[],71,"Arts, Entertainment, and Recreation",0.7430845499038696,"# Huapala Hawaiian Music Archives - Database Admin System

## 🎯 Purpose
This is the integrated Lovable AI + custom database administration system for the Huapala Hawaiian Music Archives. It provides a modern React interface for managing songbook entries while coordinating with the Railway API for complex operations.

## 🏗️ Architecture Integration

This system combines:
- **Lovable's Professional UI**: Modern React + TypeScript + shadcn-ui components
- **Our Database Integration**: Direct Neon D"
wheattoast11/semantic-mesh,semantic-mesh,Temporal semantic hypergraph substrate for multi-agent coordination,[],54,"Professional, Scientific, Technical Services",0.7429863810539246,"# @terminals-tech/semantic-mesh

> Temporal semantic hypergraph substrate for multi-agent coordination

A revolutionary approach to multi-agent orchestration that uses PostgreSQL (via PGlite) with vector embeddings, reactive queries, and ACID transactions to create a self-coordinating agent mesh.

## Core Concept

Instead of explicit message passing and state management, agents coordinate by:
- **Semantic addressing**: Tasks find agents via vector similarity, not hardcoded routing
- **Reactive s"
luisespinozamiranda/invoice-extractor-frontend,invoice-extractor-frontend,,[],54,"Professional, Scientific, Technical Services",0.7427263259887695,"# Invoice Extractor Frontend

Angular application for uploading and extracting invoice data using OCR and AI technology.

## Features

- **Drag & Drop File Upload**: Intuitive file upload zone with drag and drop support
- **Multi-Phase Progress Bar** ⭐: Real-time visual progress tracking through 4 extraction phases:
  - Upload (0-20%): ~3 seconds
  - OCR Processing (20-70%): ~22 seconds
  - AI Analysis (70-90%): ~3 seconds
  - Save (90-100%): ~1 second
- **File Validation**: Client-side validati"
aehuspham-sotatek/eq-assessment-system,eq-assessment-system,EQ Assessment System with question generation and behavioral evaluation service,[],54,"Professional, Scientific, Technical Services",0.7426933646202087,"# EQ Assessment System

A comprehensive Emotional Intelligence (EQ) assessment system for leadership teams, managers, and executives.

## Features

### 1. Question Generation (`eq_generator_unified.py`)
- Generates multiple question types: Likert, Forced-Choice, SJT (Situational Judgment Test), and Behavioral
- Vietnamese language support
- Reduces ""fake-good"" bias and social desirability
- Based on comprehensive EQ frameworks

### 2. Behavioral Evaluation Service (`behavioural_eval_service.py`)"
FanConnect/v4l-utils,v4l-utils,v4l-utils with Rockchip mmap-to-plugin patches for RK3588 hardware decode,[],51,Information,0.7426180839538574,
marcomarchesi/agent-design-patterns-summary,agent-design-patterns-summary,,[],54,"Professional, Scientific, Technical Services",0.7426117658615112,"# Agent Design Patterns Summary

Hello! This is a comprehensive guide to agentic AI system architectures based on various sources, including Google Cloud documentation, OpenAI documentation, Claude documentation, ADK (Agent Development Kit), and Antonio Gulli's book ""Agentic Design Patterns: A Hands-On Guide to Building Intelligent Systems"".

Enjoy!

## 🛠️ Implementation Guides

| Provider | Guide |
|----------|-------|
| ![Claude API](https://img.shields.io/badge/Anthropic-Claude_API-orange) | "
tomWhiting/forky,forky,Fork Claude sessions to handle side tasks in parallel. Held together with pipe cleaners and determination.,[],31-33,Manufacturing,0.7424229383468628,
yogsothoth0011/swshrng,swshrng,Pokemon Sword/Shield overworld RNG automation tool with image recognition for target identification and consumption tracking,[],71,"Arts, Entertainment, and Recreation",0.7421777248382568,
wonderchook/prompts,prompts,,[],54,"Professional, Scientific, Technical Services",0.7420049905776978,"# Claude Code Web Prompts

A collection of canned prompts I run in [Claude Code](https://claude.ai/code) to broadly keep abreast of different topics and do elaborate web searches.

These prompts are designed for autonomous research and synthesis tasks — scanning arXiv, crawling the web for signals, scouting opportunities, and surfacing emerging themes in AI and technology.

## Prompts

### AI Research & Frontier Signals

- [frontier_ai-researcher.md](frontier_ai-researcher.md) — Daily arXiv scan"
KoheiYamashita/agent-sdk-chat,agent-sdk-chat,,[],52,Finance and Insurance,0.7418637871742249,"[English](./README_EN.md) | [中文](./README_ZH.md)

# Agent SDK Chat

> **注意**: このプロジェクトは個人利用を想定しています。商用及び複数人利用は想定していません。

Claude Agent SDKを使用したブラウザベースのチャットアプリケーションです。ChatGPTライクなインターフェースでClaudeCodeと対話できます。

## デモ

https://github.com/user-attachments/assets/3f392e56-efb6-4d51-85d3-e021e2a93ea6

## 機能

- **リアルタイムチャット**: SSE（Server-Sent Events）によるストリーミングレスポンス
- **思考プロセス表示**: Claudeの思考過程をリアルタイムで確認
- **ツール実行承認**: ツール実行前にユーザー承認を要求するワークフロー
- **セッション管理**: 会話履歴の保存と継続
- **セッションタイトル自動生成**: 会話内容に基づいてタイトルを自動生成"
jevpham/jpham-f61e989b-0ab4-475a-a70a-b3362a243b9d,jpham-f61e989b-0ab4-475a-a70a-b3362a243b9d,,[],56,Administrative and Support Services,0.7417443990707397,"# Secure Task Management System

A full-stack task management application with Role-Based Access Control (RBAC), built with NX monorepo architecture.

## Table of Contents

- [Tech Stack](#tech-stack)
- [Architecture Overview](#architecture-overview)
- [Setup Instructions](#setup-instructions)
- [Data Model](#data-model)
- [Access Control](#access-control)
- [API Documentation](#api-documentation)
- [Security](#security)
- [Future Considerations](#future-considerations)

---

## Tech Stack

| La"
boundcorp/django-ergo,django-ergo,,[],51,Information,0.7416302561759949,"# django-ergo

![Coverage](https://img.shields.io/badge/coverage-97%25-brightgreen)

## Overview

AI Knowledgebase Toolkit for Django

**Django Ergo** provides powerful semantic search and knowledge management capabilities through innovative field types and AI integration. Build intelligent Django applications with automatic embedding generation, multi-field semantic search, and advanced workflow orchestration.

## ✨ Key Features

- **🧠 SemanticTextField**: Revolutionary field type combining tex"
arifin-iskandar/sales-canvassing,sales-canvassing,Sales canvassing and collection tracker for Indonesian micro-distributors,[],42,Wholesale Trade,0.7415606379508972,"# Sales Canvassing + Collection Tracker

A field sales and collection tracking system for Indonesian micro-distributors. This application helps distributors manage field sales operations, track customer visits, process invoices and payments, and reduce ""fake visits"" using GPS-validated check-ins and photo proofs.

## Features

- **Customer Management**: Track customers with GPS coordinates and geofence settings
- **Route Planning (PJP)**: Create and assign recurring sales routes
- **GPS-Validate"
Ogin-ogin/Kaze-HP,Kaze-HP,女性コーラス「風」のHP,[],54,"Professional, Scientific, Technical Services",0.7414365410804749,"# 女声コーラス 風 - 公式ホームページ

北九州市の女声コーラス団体「風」の公式ホームページです。

## 🎵 特徴

- **Notionライクなデザイン**: シンプルで洗練されたUI
- **モバイル対応**: スマートフォンでも快適に閲覧可能
- **簡単編集**: Google SheetsとGoogle Driveで管理し、ウェブから直接編集可能
- **無料ホスティング**: Vercelで無料公開
- **GitHub連携**: PCが破損しても安心のクラウドバックアップ

## 🛠️ 技術スタック

- **フロントエンド**: Next.js 16 + React
- **スタイリング**: Tailwind CSS
- **データ管理**: Google Sheets API + Google Drive
- **認証**: 環境変数ベースの簡易パスワード認証
- **ホスティング**: Vercel
- **バージョン管理**: GitHub

## 📄 ページ構成

- **メインページ**: ヒーローセクション + ニュースギャラリー
- **団体紹介*"
